Model,N_Train_Paths,Run,Init,Test_Error
Naive FFNN,90,3,1,2.4919016361236572
PANN,90,3,1,0.029646912589669228
Naive FFNN,95,3,1,1.897040843963623
PANN,95,3,1,0.036613091826438904
Naive FFNN,1,3,2,13.289499282836914
PANN,1,3,2,0.6123690605163574
Naive FFNN,5,3,2,15.202634811401367
PANN,5,3,2,0.08202817291021347
Naive FFNN,10,3,2,16.116357803344727
PANN,10,3,2,0.02779943309724331
Naive FFNN,15,3,2,12.409024238586426
PANN,15,3,2,0.5669688582420349
Naive FFNN,20,3,2,14.32715892791748
PANN,20,3,2,0.02406083233654499
Naive FFNN,25,3,2,10.816065788269043
PANN,25,3,2,0.07700277864933014
Naive FFNN,30,3,2,11.092646598815918
PANN,30,3,2,0.02744426392018795
Naive FFNN,35,3,2,6.924251079559326
PANN,35,3,2,0.023339666426181793
Naive FFNN,40,3,2,7.073330879211426
PANN,40,3,2,0.07403542101383209
Naive FFNN,45,3,2,5.2650299072265625
PANN,45,3,2,0.04820428416132927
Naive FFNN,50,3,2,4.959973335266113
PANN,50,3,2,0.02675364911556244
Naive FFNN,55,3,2,5.175317287445068
PANN,55,3,2,0.034193821251392365
Naive FFNN,60,3,2,5.0139617919921875
PANN,60,3,2,0.02453846111893654
Naive FFNN,65,3,2,3.69207501411438
PANN,65,3,2,0.053469832986593246
Naive FFNN,70,3,2,4.627387046813965
PANN,70,3,2,0.0334172323346138
Naive FFNN,75,3,2,4.3437886238098145
PANN,75,3,2,0.03024810552597046
Naive FFNN,80,3,2,4.004451751708984
PANN,80,3,2,0.05591089650988579
Naive FFNN,85,3,2,3.1249797344207764
PANN,85,3,2,0.0447237491607666
Naive FFNN,90,3,2,3.4057822227478027
PANN,90,3,2,0.02415047213435173
Naive FFNN,95,3,2,2.5597267150878906
PANN,95,3,2,0.021904200315475464
Naive FFNN,1,3,3,13.752606391906738
PANN,1,3,3,0.2310173213481903
Naive FFNN,5,3,3,11.856769561767578
PANN,5,3,3,0.0238815750926733
Naive FFNN,10,3,3,13.44880199432373
PANN,10,3,3,0.025239398702979088
Naive FFNN,15,3,3,11.813998222351074
PANN,15,3,3,0.3879624307155609
Naive FFNN,20,3,3,13.722983360290527
PANN,20,3,3,0.019626419991254807
Naive FFNN,25,3,3,12.099356651306152
PANN,25,3,3,0.062469884753227234
Naive FFNN,30,3,3,7.3482136726379395
PANN,30,3,3,0.04586498811841011
Naive FFNN,35,3,3,5.588051795959473
PANN,35,3,3,0.021804137155413628
Naive FFNN,40,3,3,6.375728130340576
PANN,40,3,3,0.03122784197330475
Naive FFNN,45,3,3,6.207299709320068
PANN,45,3,3,0.024516193196177483
Naive FFNN,50,3,3,4.239381790161133
PANN,50,3,3,0.02265871688723564
Naive FFNN,55,3,3,4.717029571533203
PANN,55,3,3,0.05592601001262665
Naive FFNN,60,3,3,4.580770015716553
PANN,60,3,3,0.027405431494116783
Naive FFNN,65,3,3,3.961143970489502
PANN,65,3,3,0.02442806586623192
Naive FFNN,70,3,3,4.321504592895508
PANN,70,3,3,0.03299175202846527
Naive FFNN,75,3,3,3.1676461696624756
PANN,75,3,3,0.040510401129722595
Naive FFNN,80,3,3,3.3779232501983643
PANN,80,3,3,0.04249773174524307
Naive FFNN,85,3,3,3.0099382400512695
PANN,85,3,3,0.05219872668385506
Naive FFNN,90,3,3,2.6453981399536133
PANN,90,3,3,0.016358360648155212
Naive FFNN,95,3,3,2.512826442718506
PANN,95,3,3,0.020436888560652733
Naive FFNN,1,3,4,13.202237129211426
PANN,1,3,4,0.5334406495094299
Naive FFNN,5,3,4,13.51883602142334
PANN,5,3,4,0.02052745595574379
Naive FFNN,10,3,4,13.222490310668945
PANN,10,3,4,0.03928663954138756
Naive FFNN,15,3,4,11.401689529418945
PANN,15,3,4,0.4238137900829315
Naive FFNN,20,3,4,14.89307689666748
PANN,20,3,4,0.06126664578914642
Naive FFNN,25,3,4,8.89449691772461
PANN,25,3,4,0.060833707451820374
Naive FFNN,30,3,4,7.886067867279053
PANN,30,3,4,0.025197314098477364
Naive FFNN,35,3,4,8.47973346710205
PANN,35,3,4,0.027624627575278282
Naive FFNN,40,3,4,6.303677082061768
PANN,40,3,4,0.045509885996580124
Naive FFNN,45,3,4,5.794785976409912
PANN,45,3,4,0.023462451994419098
Naive FFNN,50,3,4,4.403039455413818
PANN,50,3,4,0.02793128415942192
Naive FFNN,55,3,4,4.338313579559326
PANN,55,3,4,0.056124430149793625
Naive FFNN,60,3,4,5.837583065032959
PANN,60,3,4,0.04327281191945076
Naive FFNN,65,3,4,4.816493988037109
PANN,65,3,4,0.03456079959869385
Naive FFNN,70,3,4,4.242542266845703
PANN,70,3,4,0.0889647901058197
Naive FFNN,75,3,4,3.749539375305176
PANN,75,3,4,0.040196310728788376
Naive FFNN,80,3,4,3.7733969688415527
PANN,80,3,4,0.023205501958727837
Naive FFNN,85,3,4,3.1726996898651123
PANN,85,3,4,0.02751285582780838
Naive FFNN,90,3,4,1.9696828126907349
PANN,90,3,4,0.02890562266111374
Naive FFNN,95,3,4,2.4608232975006104
PANN,95,3,4,0.021251067519187927
Naive FFNN,1,4,0,14.154193878173828
PANN,1,4,0,0.4020615518093109
Naive FFNN,5,4,0,12.129888534545898
PANN,5,4,0,1.0920885801315308
Naive FFNN,10,4,0,13.72643756866455
PANN,10,4,0,1.5192557573318481
Naive FFNN,15,4,0,14.303597450256348
PANN,15,4,0,0.14049263298511505
Naive FFNN,20,4,0,9.941372871398926
PANN,20,4,0,0.7115877270698547
Naive FFNN,25,4,0,9.093317031860352
PANN,25,4,0,0.018028313294053078
Naive FFNN,30,4,0,9.09083366394043
PANN,30,4,0,0.025799090042710304
Naive FFNN,35,4,0,5.7073235511779785
PANN,35,4,0,0.03166252002120018
Naive FFNN,40,4,0,6.1740899085998535
PANN,40,4,0,0.028536932542920113
Naive FFNN,45,4,0,5.959921836853027
PANN,45,4,0,0.20777635276317596
Naive FFNN,50,4,0,7.257665634155273
PANN,50,4,0,0.057174231857061386
Naive FFNN,55,4,0,4.932316303253174
PANN,55,4,0,0.027604181319475174
Naive FFNN,60,4,0,4.851274013519287
PANN,60,4,0,0.019562678411602974
Naive FFNN,65,4,0,5.14310884475708
PANN,65,4,0,0.034224238246679306
Naive FFNN,70,4,0,3.60006046295166
PANN,70,4,0,0.04130100458860397
Naive FFNN,75,4,0,4.056759357452393
PANN,75,4,0,0.023975731804966927
Naive FFNN,80,4,0,3.017695903778076
PANN,80,4,0,0.0389307364821434
Naive FFNN,85,4,0,3.4708900451660156
PANN,85,4,0,0.039382483810186386
Naive FFNN,90,4,0,2.8033664226531982
PANN,90,4,0,0.0364900678396225
Naive FFNN,95,4,0,2.7311785221099854
PANN,95,4,0,0.02954205870628357
Naive FFNN,1,4,1,12.991522789001465
PANN,1,4,1,0.3883044719696045
Naive FFNN,5,4,1,11.683271408081055
PANN,5,4,1,0.8576521873474121
Naive FFNN,10,4,1,13.047089576721191
PANN,10,4,1,1.6431915760040283
Naive FFNN,15,4,1,13.421281814575195
PANN,15,4,1,0.1583353579044342
Naive FFNN,20,4,1,11.046708106994629
PANN,20,4,1,0.5277020931243896
Naive FFNN,25,4,1,10.046747207641602
PANN,25,4,1,0.028560636565089226
Naive FFNN,30,4,1,12.036092758178711
PANN,30,4,1,0.03092287667095661
Naive FFNN,35,4,1,8.041719436645508
PANN,35,4,1,0.04925325885415077
Naive FFNN,40,4,1,6.737405300140381
PANN,40,4,1,0.03269244730472565
Naive FFNN,45,4,1,5.213041305541992
PANN,45,4,1,0.23554179072380066
Naive FFNN,50,4,1,6.506906509399414
PANN,50,4,1,0.03885567560791969
Naive FFNN,55,4,1,4.997615337371826
PANN,55,4,1,0.024173660203814507
Naive FFNN,60,4,1,4.103460311889648
PANN,60,4,1,0.05222688615322113
Naive FFNN,65,4,1,3.886186122894287
PANN,65,4,1,0.03596823662519455
Naive FFNN,70,4,1,4.511085033416748
PANN,70,4,1,0.050169989466667175
Naive FFNN,75,4,1,3.776998996734619
PANN,75,4,1,0.053875621408224106
Naive FFNN,80,4,1,3.333745002746582
PANN,80,4,1,0.023024696856737137
Naive FFNN,85,4,1,2.519678831100464
PANN,85,4,1,0.06777915358543396
Naive FFNN,90,4,1,4.103168964385986
PANN,90,4,1,0.03299741446971893
Naive FFNN,95,4,1,3.6424567699432373
PANN,95,4,1,0.03561771288514137
Naive FFNN,1,4,2,14.942113876342773
PANN,1,4,2,0.40642955899238586
Naive FFNN,5,4,2,14.811014175415039
PANN,5,4,2,0.9703576564788818
Naive FFNN,10,4,2,14.60301685333252
PANN,10,4,2,1.9243216514587402
Naive FFNN,15,4,2,14.717848777770996
PANN,15,4,2,0.09070524573326111
Naive FFNN,20,4,2,9.782618522644043
PANN,20,4,2,0.8073207139968872
Naive FFNN,25,4,2,9.218012809753418
PANN,25,4,2,0.02657836489379406
Naive FFNN,30,4,2,9.366293907165527
PANN,30,4,2,0.031795673072338104
Naive FFNN,35,4,2,9.854986190795898
PANN,35,4,2,0.019558880478143692
Naive FFNN,40,4,2,5.993881702423096
PANN,40,4,2,0.03919282555580139
Naive FFNN,45,4,2,6.2368597984313965
PANN,45,4,2,0.14338096976280212
Naive FFNN,50,4,2,5.505650997161865
PANN,50,4,2,0.09498978406190872
Naive FFNN,55,4,2,5.348374843597412
PANN,55,4,2,0.06699470430612564
Naive FFNN,60,4,2,4.621380805969238
PANN,60,4,2,0.038232821971178055
Naive FFNN,65,4,2,3.6471855640411377
PANN,65,4,2,0.0225629061460495
Naive FFNN,70,4,2,3.9815738201141357
PANN,70,4,2,0.030196538195014
Naive FFNN,75,4,2,3.952549457550049
PANN,75,4,2,0.01859121397137642
Naive FFNN,80,4,2,4.4879069328308105
PANN,80,4,2,0.02677607350051403
Naive FFNN,85,4,2,3.310485363006592
PANN,85,4,2,0.03403709828853607
Naive FFNN,90,4,2,2.491462230682373
PANN,90,4,2,0.03425076976418495
Naive FFNN,95,4,2,3.821531295776367
PANN,95,4,2,0.03473068028688431
Naive FFNN,1,4,3,13.94312858581543
PANN,1,4,3,0.4821939468383789
Naive FFNN,5,4,3,11.813769340515137
PANN,5,4,3,0.39157795906066895
Naive FFNN,10,4,3,13.018168449401855
PANN,10,4,3,1.7256027460098267
Naive FFNN,15,4,3,15.790953636169434
PANN,15,4,3,0.12959906458854675
Naive FFNN,20,4,3,10.306486129760742
PANN,20,4,3,0.44456747174263
Naive FFNN,25,4,3,9.919114112854004
PANN,25,4,3,0.03917023912072182
Naive FFNN,30,4,3,10.524264335632324
PANN,30,4,3,0.03327331319451332
Naive FFNN,35,4,3,6.4961395263671875
PANN,35,4,3,0.044401053339242935
Naive FFNN,40,4,3,5.738102912902832
PANN,40,4,3,0.03403673693537712
Naive FFNN,45,4,3,5.81862211227417
PANN,45,4,3,0.12685057520866394
Naive FFNN,50,4,3,6.493536949157715
PANN,50,4,3,0.04278823360800743
Naive FFNN,55,4,3,5.861110210418701
PANN,55,4,3,0.02753688022494316
Naive FFNN,60,4,3,5.500918388366699
PANN,60,4,3,0.02742834761738777
Naive FFNN,65,4,3,3.7274816036224365
PANN,65,4,3,0.021925924345850945
Naive FFNN,70,4,3,4.725837707519531
PANN,70,4,3,0.03537622466683388
Naive FFNN,75,4,3,4.472145080566406
PANN,75,4,3,0.018970690667629242
Naive FFNN,80,4,3,3.1894044876098633
PANN,80,4,3,0.028722023591399193
Naive FFNN,85,4,3,2.897287130355835
PANN,85,4,3,0.05651131272315979
Naive FFNN,90,4,3,2.930549144744873
PANN,90,4,3,0.04881087318062782
Naive FFNN,95,4,3,2.5284035205841064
PANN,95,4,3,0.027882257476449013
Naive FFNN,1,4,4,14.48865032196045
PANN,1,4,4,0.507104754447937
Naive FFNN,5,4,4,11.851825714111328
PANN,5,4,4,0.7980432510375977
Naive FFNN,10,4,4,15.459172248840332
PANN,10,4,4,0.9725788235664368
Naive FFNN,15,4,4,15.046204566955566
PANN,15,4,4,0.06516056507825851
Naive FFNN,20,4,4,10.068598747253418
PANN,20,4,4,0.7197303175926208
Naive FFNN,25,4,4,7.763883113861084
PANN,25,4,4,0.04707322269678116
Naive FFNN,30,4,4,8.041313171386719
PANN,30,4,4,0.03470505028963089
Naive FFNN,35,4,4,6.638399600982666
PANN,35,4,4,0.03307701647281647
Naive FFNN,40,4,4,6.3314924240112305
PANN,40,4,4,0.029543254524469376
Naive FFNN,45,4,4,5.303861141204834
PANN,45,4,4,0.10459210723638535
Naive FFNN,50,4,4,4.894874572753906
PANN,50,4,4,0.0237748920917511
Naive FFNN,55,4,4,5.189068794250488
PANN,55,4,4,0.02231031470000744
Naive FFNN,60,4,4,4.639841556549072
PANN,60,4,4,0.022698331624269485
Naive FFNN,65,4,4,3.9378645420074463
PANN,65,4,4,0.026155468076467514
Naive FFNN,70,4,4,3.804412364959717
PANN,70,4,4,0.026153884828090668
Naive FFNN,75,4,4,4.465212821960449
PANN,75,4,4,0.02692212536931038
Naive FFNN,80,4,4,3.2364227771759033
PANN,80,4,4,0.023692907765507698
Naive FFNN,85,4,4,2.8251054286956787
PANN,85,4,4,0.03238113224506378
Naive FFNN,90,4,4,2.475743532180786
PANN,90,4,4,0.04124784097075462
Naive FFNN,95,4,4,2.697892665863037
PANN,95,4,4,0.03885657712817192
